coc_id,1a_1b,1a_2,1a_3,1a_4,1b_1_1_meetings,1b_1_1_voted,1b_1_1_ces,1b_1_2_meetings,1b_1_2_voted,1b_1_2_ces,1b_1_3_meetings,1b_1_3_voted,1b_1_3_ces,1b_1_4_meetings,1b_1_4_voted,1b_1_4_ces,1b_1_5_meetings,1b_1_5_voted,1b_1_5_ces,1b_1_6_meetings,1b_1_6_voted,1b_1_6_ces,1b_1_7_meetings,1b_1_7_voted,1b_1_7_ces,1b_1_8_meetings,1b_1_8_voted,1b_1_8_ces,1b_1_9_meetings,1b_1_9_voted,1b_1_9_ces,1b_1_10_meetings,1b_1_10_voted,1b_1_10_ces,1b_1_11_meetings,1b_1_11_voted,1b_1_11_ces,1b_1_12_meetings,1b_1_12_voted,1b_1_12_ces,1b_1_13_meetings,1b_1_13_voted,1b_1_13_ces,1b_1_14_meetings,1b_1_14_voted,1b_1_14_ces,1b_1_15_meetings,1b_1_15_voted,1b_1_15_ces,1b_1_16_meetings,1b_1_16_voted,1b_1_16_ces,1b_1_17_meetings,1b_1_17_voted,1b_1_17_ces,1b_1_18_meetings,1b_1_18_voted,1b_1_18_ces,1b_1_19_meetings,1b_1_19_voted,1b_1_19_ces,1b_1_20_meetings,1b_1_20_voted,1b_1_20_ces,1b_1_21_meetings,1b_1_21_voted,1b_1_21_ces,1b_1_22_meetings,1b_1_22_voted,1b_1_22_ces,1b_1_23_meetings,1b_1_23_voted,1b_1_23_ces,1b_1_24_meetings,1b_1_24_voted,1b_1_24_ces,1b_1_25_meetings,1b_1_25_voted,1b_1_25_ces,1b_1_26_meetings,1b_1_26_voted,1b_1_26_ces,1b_1_27_meetings,1b_1_27_voted,1b_1_27_ces,1b_1_28_meetings,1b_1_28_voted,1b_1_28_ces,1b_1_29_meetings,1b_1_29_voted,1b_1_29_ces,1b_1_30_meetings,1b_1_30_voted,1b_1_30_ces,1b_1_31_meetings,1b_1_31_voted,1b_1_31_ces,1b_1_32_meetings,1b_1_32_voted,1b_1_32_ces,1b_1_33_meetings,1b_1_33_voted,1b_1_33_ces,1b_1a,1b_2,1b_3,1b_4,1c_1_1,1c_1_2,1c_1_3,1c_1_4,1c_1_5,1c_1_6,1c_1_7,1c_1_8,1c_1_9,1c_1_10,1c_1_11,1c_1_12,1c_1_13,1c_1_14,1c_1_15,1c_1_16,1c_1_17,1c_2_1,1c_2_2,1c_2_3,1c_2_4,1c_3_1,1c_3_2,1c_3_3,1c_3_4,1c_3_5,1c_4_1,1c_4_2,1c_4_3,1c_4_4,1c_4a,1c_4b,1c_4c_1_mou,1c_4c_1_oth,1c_4c_2_mou,1c_4c_2_oth,1c_4c_3_mou,1c_4c_3_oth,1c_4c_4_mou,1c_4c_4_oth,1c_4c_5_mou,1c_4c_5_oth,1c_4c_6_mou,1c_4c_6_oth,1c_4c_7_mou,1c_4c_7_oth,1c_4c_8_mou,1c_4c_8_oth,1c_4c_9_mou,1c_4c_9_oth,1c_5_1,1c_5_2,1c_5_3,1c_5a,1c_5b,1c_5c_1_proj,1c_5c_1_ces,1c_5c_2_proj,1c_5c_2_ces,1c_5c_3_proj,1c_5c_3_ces,1c_5c_4_proj,1c_5c_4_ces,1c_5c_5_proj,1c_5c_5_ces,1c_5c_6_proj,1c_5c_6_ces,1c_5d,1c_5e,1c_5f,1c_6a,1c_7_pha_name_1,1c_7_ph_hhm_1,1c_7_ph_limit_hhm_1,1c_7_psh_1,1c_7_pha_name_2,1c_7_ph_hhm_2,1c_7_ph_limit_hhm_2,1c_7_psh_2,1c_7a,1c_7b_1,1c_7b_2,1c_7b_3,1c_7b_4,1c_7c_1,1c_7c_2,1c_7c_3,1c_7c_4,1c_7c_5,1c_7c_6,1c_7c_7,1c_7d_1,1c_7d_2,1c_7e,1d_1_1,1d_1_2,1d_1_3,1d_1_4,1d_2_1,1d_2_2,1d_2_3,1d_2a,1d_3,1d_4_1_policymakers,1d_4_1_prevent_crim,1d_4_2_policymakers,1d_4_2_prevent_crim,1d_4_3_policymakers,1d_4_3_prevent_crim,1d_5_hmis,1d_5_2023,1d_5_2024,1d_6_1,1d_6_2,1d_6_3,1d_6_4,1d_6_5,1d_6_6,1d_6a,1d_7,1d_7a,1d_8,1d_8a,1d_8b,1d_9_1,1d_9_2,1d_9a,1d_9b_1,1d_9b_2,1d_9b_3,1d_9b_4,1d_9b_5,1d_9b_6,1d_9b_7,1d_9b_8,1d_9b_9,1d_9b_10,1d_9b_11,1d_9c,1d_9d,1d_10,1d_10a_1_years,1d_10a_1_unsheltered,1d_10a_2_years,1d_10a_2_unsheltered,1d_10a_3_years,1d_10a_3_unsheltered,1d_10a_4_years,1d_10a_4_unsheltered,1d_10b,1d_10c,1d_11,1e_1_1,1e_1_2,1e_2_1,1e_2_2,1e_2_3,1e_2_4,1e_2_5,1e_2_6,1e_2a_1,1e_2a_2,1e_2a_3,1e_2b,1e_3,1e_4,1e_4a,1e_5_1,1e_5_2,1e_5_3,1e_5_4,1e_5a,1e_5b,1e_5c,1e_5d,2a_1,2a_2,2a_3,2a_4,2a_5_1_non_vsp,2a_5_1_vsp,2a_5_1_hmis,2a_5_1_coverage,2a_5_2_non_vsp,2a_5_2_vsp,2a_5_2_hmis,2a_5_2_coverage,2a_5_3_non_vsp,2a_5_3_vsp,2a_5_3_hmis,2a_5_3_coverage,2a_5_4_non_vsp,2a_5_4_vsp,2a_5_4_hmis,2a_5_4_coverage,2a_5_5_non_vsp,2a_5_5_vsp,2a_5_5_hmis,2a_5_5_coverage,2a_5_6_non_vsp,2a_5_6_vsp,2a_5_6_hmis,2a_5_6_coverage,2a_5a,2a_6,2b_1,2b_2,2b_3,2b_4,2c_1,2c_1a_1,2c_1a_2,2c_2,2c_3,2c_4,2c_5,2c_5a,3a_1,3a_2,3c_1,4a_1,4a_1a_1,4a_1a_2
CA-500,San Jose/Santa Clara City & County CoC,County of Santa Clara by and through Office of Supportive Housing,CA,County of Santa Clara by & through Office of Sup,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,,,,Yes,Yes,Yes,Yes,34.0,34.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,,80,25,18,4,4,0,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861,77,2938,1.0,20,0,20,1.0,355,24,379,1.0,1675,0,1675,1.0,5000,0,5000,1.0,1964,0,1964,1.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
CA-501,San Francisco CoC,City and County of San Francisco,CA,City and County of San Francisco,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,,,Yes,Yes,Yes,Yes,36.0,36.0,1.0,,,Yes,Yes,Yes,No,Yes,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,220,64,27,10,10,3,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3859,63,3774,0.962,0,0,0,0.0,343,105,420,0.938,1338,34,1372,1.0,5758,0,4740,0.823,9104,149,9253,1.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,No,,
CA-502,"Oakland, Berkeley/Alameda County CoC",Alameda County,CA,Alameda County,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,No,,,,Yes,Yes,Yes,Yes,40.0,40.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,50,34,50,34,19,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256,184,2268,0.9295,14,0,14,1.0,1008,10,915,0.8988,1127,69,1196,1.0,5129,0,3812,0.7432,166,0,166,1.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
CA-503,Sacramento City & County CoC,Sacramento Steps Forward,CA,Sacramento Steps Forward,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,,,,Yes,Yes,No,Yes,35.0,35.0,1.0,,,Yes,No,No,No,No,No,,,,No,Yes,Yes,No,Yes,No,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,10,4,10,4,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595,0,2496,0.962,0,0,0,0.0,771,0,715,0.927,984,39,984,1.0,4368,0,3539,0.81,97,0,97,1.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",County of Sonoma,CA,County of Sonoma,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,,,,Yes,Yes,Yes,Yes,15.0,15.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,No,No,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,30,1,33,1,13,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,36,1001,0.9261,0,0,0,0.0,243,0,178,0.7325,382,28,410,1.0,1518,0,565,0.3722,152,0,143,0.9408,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
CA-505,Contra Costa County CoC,Contra Costa Health Services,CA,Contra Costa Health Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,,,,Yes,Yes,Yes,Yes,21.0,21.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,35,5,35,5,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,24,655,0.8585,,,,,221,52,91,0.3333,344,0,344,1.0,1569,0,1569,1.0,422,0,422,1.0,,No,,,,,,,,,,,,,Yes,Yes,No,Yes,,
CA-506,"Salinas/Monterey, San Benito Counties CoC",Coalition of Homeless Services Providers,CA,Coalition of Homeless Services Providers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,,,,Yes,Yes,Yes,Yes,18.0,17.0,0.94,,,Yes,Yes,Yes,No,Yes,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,10,1,10,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,201,482,0.75,0,0,0,0.0,198,46,152,0.71,120,0,120,1.0,494,172,322,0.86,0,0,0,0.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
CA-507,Marin County CoC,County of Marin,CA,County of Marin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,13.0,13.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,18,18,18,18,156,156,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,8,149,0.7268,0,0,0,0.0,57,50,94,0.8785,162,14,176,1.0,751,0,751,1.0,248,0,155,0.625,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
CA-508,Watsonville/Santa Cruz City & County CoC,County of Santa Cruz,CA,County of Santa Cruz,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,Yes,Yes,Yes,Yes,16.0,16.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,No,Yes,Yes,No,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,15,4,15,4,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,14,277,0.8195,0,0,0,1.0,92,0,92,1.0,426,18,444,1.0,650,0,650,0.6877,602,0,602,0.0,,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,,
CA-509,Mendocino County CoC,Mendocino County Department of Social Services,CA,Mendocino County Department of Social Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,,,,Yes,Yes,Yes,Yes,1.0,1.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,5,126,0.9,0,0,0,0.0,107,10,61,0.5214,7,0,7,1.0,594,0,594,1.0,56,0,56,1.0,,Yes,,,,,,,,,,,,,No,No,No,No,,
CA-510,"Turlock, Modesto/Stanislaus County CoC",Stanislaus County,CA,Stanislaus County,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,Yes,,,,Yes,Yes,Yes,Yes,21.0,21.0,1.0,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,3,3,3,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058,18,916,0.8513,0,0,0,0.0,230,3,233,1.0,124,0,124,1.0,730,0,470,0.6438,47,0,47,1.0,,Yes,,,,,,,,,,,,,No,No,No,Yes,,
